Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Degree,modularity_class
3674,3674,,6,0.365451,0.42172,1983.426802,37,3
3463,3463,,6,0.329814,0.374388,724.574526,23,6
3909,3909,,5,0.309621,0.352762,197.057654,21,6
3813,3813,,7,0.297479,0.330952,0,6,5
3510,3510,,6,0.292723,0.334589,76.48289,19,6
3915,3915,,6,0.335863,0.376993,864.112712,21,6
3677,3677,,6,0.357576,0.423352,2150.720112,49,3
3964,3964,,5,0.307114,0.336849,1921.534697,14,7
3836,3836,,6,0.312905,0.351695,2577.941425,21,8
3764,3764,,6,0.321234,0.37285,1205.314481,28,6
3758,3758,,5,0.32697,0.386786,1006.288863,43,6
3822,3822,,5,0.327778,0.373729,578.672186,29,6
3833,3833,,6,0.308362,0.358632,153.955224,31,6
3610,3610,,6,0.318536,0.352793,2028.232938,14,3
3847,3847,,6,0.304997,0.335656,489.433859,12,3
3797,3797,,6,0.364698,0.428562,829.144759,42,3
862,862,,6,0.30926,0.356623,522.7319,21,3
3950,3950,,6,0.312721,0.347363,433.081089,15,3
3529,3529,,6,0.307114,0.360986,432.500729,34,6
3741,3741,,5,0.336929,0.377589,154.334858,17,3
3895,3895,,6,0.315696,0.352856,562.11778,12,6
3464,3464,,6,0.349112,0.398745,1737.710887,30,6
3788,3788,,6,0.323386,0.361488,7.303243,11,3
3491,3491,,6,0.314947,0.363591,52.733538,22,3
3462,3462,,6,0.328183,0.372693,90.5388,19,1
3718,3718,,6,0.303082,0.34978,84.684806,26,6
3584,3584,,6,0.329404,0.39344,1672.208996,48,6
3484,3484,,6,0.343912,0.384055,947.135406,14,3
3842,3842,,5,0.363699,0.422567,1262.28538,40,3
3545,3545,,6,0.388442,0.474325,2885.464989,82,1
3480,3480,,6,0.355898,0.4043,1827.317123,24,3
3608,3608,,7,0.314387,0.352345,327.7745,18,2
3735,3735,,7,0.285945,0.321787,11.58341,15,2
3966,3966,,5,0.363699,0.422411,902.558994,46,1
3440,3440,,5,0.330635,0.37828,587.561323,25,3
3651,3651,,6,0.341919,0.397772,213.569533,31,3
3734,3734,,6,0.366713,0.430195,437.117779,48,3
3760,3760,,6,0.337357,0.378845,1784.632634,16,3
3843,3843,,6,0.30102,0.333961,9.186615,7,6
3802,3802,,7,0.312905,0.348892,520.40598,15,2
3705,3705,,6,0.356615,0.410201,8908.901871,37,2
3719,3719,,5,0.31476,0.357282,280.610312,22,6
3511,3511,,5,0.316071,0.359761,2309.749682,21,6
3492,3492,,6,0.318536,0.357847,61.961766,8,3
3556,3556,,6,0.318345,0.359573,597.926466,12,3
3616,3616,,7,0.269406,0.297377,684.701486,11,8
3513,3513,,7,0.237903,0.253309,1.333333,5,8
3683,3683,,6,0.327172,0.371375,44.182349,16,3
3886,3886,,6,0.350727,0.40408,620.647402,28,3
3743,3743,,6,0.239946,0.269523,5.94662,18,4
3628,3628,,5,0.306759,0.346955,9203.844625,22,4
3486,3486,,5,0.329814,0.376554,471.143955,29,6
3706,3706,,5,0.329404,0.372819,416.432165,24,6
3722,3722,,6,0.36147,0.413905,2975.359832,32,2
3876,3876,,7,0.290481,0.320532,0.408751,8,2
3475,3475,,6,0.322209,0.380195,259.129557,31,1
3902,3902,,6,0.356615,0.415756,534.333027,41,1
3540,3540,,5,0.356137,0.407564,457.208943,33,3
3824,3824,,6,0.34236,0.41108,229.990197,49,1
3931,3931,,6,0.320846,0.364783,1369.213479,21,6
3917,3917,,6,0.239513,0.265756,2.207323,14,4
3695,3695,,7,0.298986,0.338799,47.620862,14,5
3889,3889,,6,0.325967,0.367043,6.052254,14,3
3958,3958,,5,0.297312,0.326303,56.779585,8,6
3457,3457,,7,0.312353,0.347996,11.499275,5,3
3468,3468,,5,0.321429,0.369083,383.175956,28,6
3534,3534,,5,0.33229,0.376083,974.092403,22,6
3868,3868,,6,0.239837,0.268581,4.129953,17,4
3567,3567,,6,0.239405,0.264815,0.889297,13,4
3604,3604,,6,0.41844,0.493566,17754.838512,75,1
3449,3449,,6,0.365451,0.426428,558.947212,44,3
3668,3668,,6,0.280655,0.310672,1.452947,10,6
3466,3466,,6,0.310345,0.357094,465.870499,25,6
3474,3474,,6,0.339297,0.377024,1162.514608,17,6
3945,3945,,6,0.312353,0.365819,581.166941,33,6
3438,3438,,6,0.336715,0.382329,816.283631,23,3
3716,3716,,7,0.23801,0.254251,0,6,8
3711,3711,,6,0.304997,0.35339,196.970551,28,6
3794,3794,,5,0.336715,0.387853,967.227124,34,6
3730,3730,,6,0.325967,0.373195,48.022626,27,1
3514,3514,,6,0.355898,0.41425,249.067515,40,1
3947,3947,,6,0.309802,0.361864,209.613767,31,6
3739,3739,,6,0.239513,0.265756,2.028788,14,4
3657,3657,,6,0.239297,0.263873,1.251768,12,4
3557,3557,,6,0.323583,0.375047,34.139162,30,1
3642,3642,,6,0.307292,0.357407,134.94623,22,1
3785,3785,,6,0.30068,0.347646,24.738055,18,1
3766,3766,,6,0.261062,0.283867,4.063516,9,7
3918,3918,,7,0.350495,0.405766,11076.087482,30,8
3892,3892,,6,0.239297,0.263873,0.642075,12,4
3635,3635,,6,0.348197,0.396202,203.52832,26,1
3692,3692,,6,0.348883,0.407815,152.691839,37,3
3553,3553,,7,0.327576,0.377016,893.788115,32,2
3831,3831,,6,0.353059,0.404457,662.846428,24,3
3884,3884,,6,0.30926,0.36968,57.535801,33,1
3971,3971,,5,0.354709,0.416573,716.287255,46,3
3563,3563,,6,0.34104,0.383898,352.764371,16,3
3656,3656,,6,0.331875,0.379159,40.293848,21,3
3896,3896,,6,0.285791,0.326397,76.186792,20,6
3693,3693,,6,0.3292,0.383302,296.711588,28,3
3912,3912,,6,0.239513,0.265756,1.033489,14,4
3667,3667,,6,0.308721,0.356372,56.950836,22,3
3728,3728,,7,0.294836,0.341844,87.102419,27,2
3508,3508,,7,0.304822,0.348099,1126.710539,23,2
3669,3669,,7,0.297479,0.330952,0,6,5
3502,3502,,7,0.297813,0.332208,2.916667,7,5
3874,3874,,6,0.239405,0.264815,0.751671,13,4
3501,3501,,6,0.366713,0.431764,383.034589,49,3
3832,3832,,6,0.324969,0.363936,256.132329,11,1
3458,3458,,6,0.273148,0.317577,17.482104,19,6
3803,3803,,6,0.316071,0.357313,375.169783,20,6
3690,3690,,6,0.318345,0.364407,1128.565093,25,6
3967,3967,,6,0.291758,0.321343,780.152759,15,7
3587,3587,,6,0.263132,0.292341,33.814398,16,7
3938,3938,,6,0.359026,0.448776,1045.319927,82,3
3943,3943,,6,0.350264,0.399027,36.541649,24,3
3509,3509,,6,0.294346,0.335876,44.824812,21,6
3948,3948,,6,0.382289,0.453453,2066.244921,58,3
3821,3821,,5,0.328589,0.376742,1869.901381,25,6
3671,3671,,6,0.292723,0.322254,111.215446,8,6
3810,3810,,5,0.31162,0.364909,458.906873,34,6
3516,3516,,7,0.298818,0.337858,47.329953,13,5
3639,3639,,7,0.298482,0.335974,0.076923,11,5
3593,3593,,5,0.327778,0.389014,896.974733,46,6
3767,3767,,6,0.304822,0.337257,544.258644,9,6
3470,3470,,7,0.310708,0.345314,636.91269,15,2
3499,3499,,6,0.314573,0.358192,148.372967,20,6
3883,3883,,7,0.298986,0.338799,47.620862,14,5
3858,3858,,6,0.34236,0.396108,82.538025,31,1
3841,3841,,6,0.36147,0.413873,280.581765,32,3
3737,3737,,6,0.335439,0.394758,437.760396,38,1
3602,3602,,6,0.289058,0.327213,53.720387,16,6
3837,3837,,7,0.295164,0.32802,276.201234,16,8
3975,3975,,7,0.280804,0.310694,7.705207,14,8
3878,3878,,6,0.29698,0.329096,43.747965,9,6
3929,3929,,6,0.305348,0.34366,119.380265,14,3
3533,3533,,6,0.328793,0.368016,83.588137,14,3
3786,3786,,6,0.299831,0.343377,72.39397,20,6
3900,3900,,5,0.315883,0.368173,307.266898,33,6
3920,3920,,6,0.263001,0.2914,31.982148,15,7
3641,3641,,7,0.259277,0.286423,55.828674,9,7
3790,3790,,6,0.349572,0.41064,302.827673,44,1
3488,3488,,6,0.356615,0.419272,316.815923,46,1
3573,3573,,6,0.324572,0.376993,371.882938,21,1
3522,3522,,7,0.295164,0.330701,37.011178,8,3
3877,3877,,6,0.333962,0.405304,680.759481,54,3
3644,3644,,7,0.277865,0.309712,35.40967,12,2
3698,3698,,7,0.295822,0.335356,154.778353,17,2
3829,3829,,6,0.309621,0.366478,635.026079,36,6
3544,3544,,7,0.276851,0.299879,539.456826,4,3
3450,3450,,6,0.324176,0.365788,15.101463,17,1
3828,3828,,6,0.333124,0.384244,99.53613,27,1
3605,3605,,6,0.35259,0.410954,450.942451,38,1
3791,3791,,6,0.290164,0.327495,763.906644,20,7
3592,3592,,7,0.312353,0.354556,1217.660731,12,3
3490,3490,,7,0.217712,0.247099,1263.556539,14,0
3546,3546,,8,0.203761,0.23369,1527.996289,15,0
3569,3569,,6,0.32378,0.369115,178.391692,25,6
3442,3442,,7,0.343689,0.403255,3525.406667,44,2
3515,3515,,6,0.299831,0.333271,423.220174,10,6
3861,3861,,6,0.337786,0.375078,3563.26948,15,9
3954,3954,,7,0.252857,0.269003,0.5,3,9
3552,3552,,7,0.315134,0.352547,21.970778,6,3
3882,3882,,6,0.276275,0.299529,23.816754,3,6
3712,3712,,7,0.286872,0.325742,1.321421,7,3
3893,3893,,6,0.297479,0.326114,145.667507,5,8
3643,3643,,5,0.305172,0.346955,183.538761,23,6
3455,3455,,7,0.31089,0.367079,837.417743,37,2
3916,3916,,7,0.266165,0.295045,43.715645,6,3
3891,3891,,6,0.302392,0.35339,818.279085,23,1
3630,3630,,6,0.278448,0.31108,1.572395,12,6
3768,3768,,6,0.30395,0.350126,137.652229,22,6
3646,3646,,6,0.274703,0.315191,35.411403,16,6
3715,3715,,8,0.268453,0.302872,2.457083,13,2
3624,3624,,8,0.201595,0.228354,477.742699,13,0
3745,3745,,7,0.211722,0.230307,61.205593,5,0
3949,3949,,7,0.213339,0.242055,880.633225,11,0
3456,3456,,6,0.364447,0.430038,612.132627,50,3
3823,3823,,5,0.30926,0.343252,554.808517,13,6
3617,3617,,6,0.376329,0.431011,6230.783194,32,6
3805,3805,,6,0.282898,0.308067,27.099292,4,3
3857,3857,,6,0.239081,0.26199,0.183333,10,4
3736,3736,,6,0.325168,0.364407,26.108977,11,3
3812,3812,,6,0.247552,0.270904,2312.010243,6,0
3907,3907,,7,0.317964,0.362169,668.348399,25,2
3561,3561,,6,0.345254,0.38349,2033.152115,13,6
3752,3752,,6,0.286717,0.325612,242.549865,18,6
3663,3663,,8,0.268589,0.303186,10.252542,13,2
3731,3731,,6,0.327576,0.38619,182.596976,39,1
3473,3473,,6,0.239729,0.26764,3.122378,16,4
3485,3485,,6,0.289058,0.333176,19.626739,18,1
3801,3801,,8,0.240816,0.259149,530,2,2
3885,3885,,9,0.19415,0.203596,0,1,2
3679,3679,,8,0.178728,0.20465,93.002372,12,0
3894,3894,,8,0.181476,0.203744,75.503892,8,0
3518,3518,,6,0.346154,0.398556,111.500994,32,1
3687,3687,,6,0.347741,0.401224,94.55777,32,1
3852,3852,,6,0.331461,0.375706,85.774303,21,1
3680,3680,,6,0.366713,0.428343,7676.143981,42,6
3789,3789,,8,0.260934,0.286864,623.516889,7,8
3927,3927,,6,0.323978,0.369586,901.297329,23,6
3622,3622,,6,0.30017,0.333616,17.686194,11,6
3684,3684,,5,0.389868,0.46221,2998.193662,66,3
3603,3603,,6,0.295328,0.332549,4.122489,8,1
3621,3621,,6,0.31162,0.347395,277.315103,10,3
3855,3855,,6,0.280359,0.317294,1334.82469,14,6
3976,3976,,6,0.273008,0.310326,17.88526,14,6
3815,3815,,7,0.280804,0.316922,11.495497,14,2
3504,3504,,6,0.280359,0.305807,383.752777,7,9
3487,3487,,6,0.284413,0.305053,962.749717,9,9
3554,3554,,5,0.313459,0.35295,198.995512,20,6
3555,3555,,5,0.350495,0.391463,1733.397373,19,6
3956,3956,,6,0.307826,0.351224,3139.698899,23,6
3521,3521,,6,0.376062,0.444444,10218.908377,57,2
3870,3870,,6,0.314201,0.359636,525.832472,25,6
3660,3660,,6,0.293857,0.317922,327.24952,5,3
3586,3586,,6,0.367474,0.427997,1020.678154,43,3
3578,3578,,6,0.339297,0.387006,49.278632,23,1
3888,3888,,7,0.29798,0.328858,106.281747,9,3
3574,3574,,6,0.316826,0.360515,67.045936,14,1
3778,3778,,7,0.291278,0.324612,9.20208,12,2
3497,3497,,6,0.3292,0.374513,62.616452,23,1
3761,3761,,6,0.293532,0.334024,45.266068,20,6
3763,3763,,5,0.308721,0.344696,2078.71327,11,6
3933,3933,,6,0.295328,0.332109,1602.199561,21,7
3757,3757,,7,0.281101,0.312577,31.217154,16,8
3906,3906,,6,0.326167,0.388167,1141.012334,43,6
3583,3583,,6,0.292562,0.326993,135.409458,9,6
3613,3613,,7,0.298986,0.338799,47.620862,14,5
3525,3525,,6,0.329609,0.388355,1017.924506,35,3
3530,3530,,6,0.273994,0.295825,547.232606,7,9
3551,3551,,6,0.290164,0.315003,659.187264,8,9
3960,3960,,7,0.275701,0.308206,146.796992,16,7
3600,3600,,6,0.305172,0.333239,400.028796,6,6
3595,3595,,6,0.239405,0.264815,0.989297,13,4
3614,3614,,6,0.278887,0.314501,66.724272,9,6
3649,3649,,7,0.298986,0.338799,47.620862,14,5
3482,3482,,7,0.296482,0.331298,300.980294,12,2
3807,3807,,9,0.207018,0.219187,0,1,8
3648,3648,,6,0.279768,0.323415,446.911147,20,6
3862,3862,,7,0.278594,0.31664,106.089302,18,2
3636,3636,,7,0.302564,0.345346,142.00099,24,2
3779,3779,,6,0.329814,0.37307,643.295007,18,3
3659,3659,,7,0.289531,0.32189,96.774656,9,3
3724,3724,,6,0.295657,0.320653,54.061784,5,6
3914,3914,,6,0.333543,0.366447,731.257343,7,6
3978,3978,,7,0.300339,0.324935,28.407716,3,3
3708,3708,,7,0.280804,0.310694,7.705207,14,8
3774,3774,,7,0.28125,0.313519,161.090536,17,8
3863,3863,,8,0.201213,0.224901,131.850857,10,0
3923,3923,,8,0.260806,0.285923,191.340924,6,8
3787,3787,,8,0.220332,0.237562,12.790215,4,8
3747,3747,,6,0.298818,0.334055,2040.764487,21,7
3505,3505,,6,0.317774,0.361331,919.097232,24,2
3962,3962,,6,0.383671,0.439893,5110.268471,38,3
3921,3921,,7,0.316637,0.363017,1234.635689,29,2
3682,3682,,7,0.2124,0.234701,399.699996,8,0
3740,3740,,7,0.315134,0.358936,294.00488,26,2
3494,3494,,7,0.279474,0.304134,97.105255,3,6
3934,3934,,7,0.283502,0.323859,5.257922,9,1
3601,3601,,6,0.343023,0.387696,1202.917232,20,6
3535,3535,,6,0.303602,0.344664,324.274136,18,6
3465,3465,,7,0.280952,0.311636,11.991571,15,8
3645,3645,,5,0.349572,0.386911,1225.869529,17,6
3890,3890,,7,0.26119,0.288566,7.269634,4,6
3776,3776,,6,0.282748,0.315631,197.045292,18,7
3460,3460,,6,0.304997,0.353013,273.005527,27,6
3795,3795,,6,0.306405,0.336284,9.172344,4,3
3652,3652,,6,0.253461,0.278908,29.970117,6,6
3676,3676,,6,0.248131,0.267608,0,4,6
3919,3919,,7,0.298482,0.335974,0.076923,11,5
3523,3523,,7,0.298818,0.337858,47.543939,13,5
3503,3503,,6,0.29798,0.338104,538.484837,12,1
3625,3625,,6,0.36147,0.421092,727.64813,36,3
3664,3664,,7,0.285945,0.316366,690.137042,9,7
3701,3701,,7,0.272168,0.298892,108.916283,14,8
3506,3506,,5,0.325368,0.38801,1066.500033,47,6
3662,3662,,7,0.244813,0.275276,3596.395278,16,0
3469,3469,,6,0.34126,0.387006,1581.202466,27,6
3973,3973,,6,0.276995,0.307407,1.790233,7,6
3666,3666,,7,0.276707,0.30647,3.808264,8,2
3618,3618,,6,0.317015,0.364752,94.093004,19,3
3443,3443,,6,0.298818,0.342812,475.374489,21,6
3872,3872,,6,0.304298,0.344601,141.258595,13,3
3685,3685,,7,0.2908,0.327876,24.934065,14,2
3850,3850,,7,0.29337,0.334468,49.49818,19,2
3591,3591,,5,0.307292,0.344696,49.394526,18,6
3714,3714,,6,0.327576,0.374608,372.003853,25,6
3811,3811,,8,0.18092,0.19731,0,2,0
3626,3626,,6,0.261705,0.286095,81.41121,7,3
3634,3634,,6,0.287805,0.331544,38.682827,21,6
3512,3512,,6,0.352824,0.389548,446.841756,12,3
3859,3859,,6,0.292723,0.319648,220.108269,5,6
3727,3727,,7,0.208154,0.228827,168.942606,5,0
3756,3756,,6,0.378475,0.449843,3001.632141,60,3
3772,3772,,7,0.298147,0.330585,46.874052,7,3
3476,3476,,7,0.276707,0.306112,177.179547,14,8
3519,3519,,7,0.299155,0.334643,396.432616,16,8
3454,3454,,6,0.317204,0.355524,920.558116,13,3
3754,3754,,6,0.293857,0.326711,15.214943,7,6
3738,3738,,6,0.321234,0.370088,662.588229,29,6
3910,3910,,7,0.238759,0.255578,0,3,8
3796,3796,,6,0.301705,0.339422,122.906525,10,3
3446,3446,,8,0.201213,0.224901,56.758185,10,0
3835,3835,,7,0.315696,0.358936,120.329491,25,2
3725,3725,,6,0.239946,0.269523,5.94662,18,4
3783,3783,,7,0.251301,0.277509,0.837243,12,7
3769,3769,,7,0.281997,0.315855,46.440175,12,2
3977,3977,,7,0.262352,0.286257,2.87267,5,2
3590,3590,,7,0.337143,0.385051,1224.026643,26,2
3629,3629,,6,0.3292,0.379787,948.993735,36,2
3897,3897,,7,0.231878,0.248484,0,3,3
3908,3908,,6,0.282898,0.312178,169.695509,6,3
3979,3979,,7,0.297813,0.329486,125.457972,11,3
3773,3773,,7,0.293695,0.329006,10.334942,13,2
3903,3903,,6,0.269543,0.309699,29.079661,17,6
3957,3957,,7,0.3292,0.370613,2444.661985,17,8
3899,3899,,7,0.2655,0.285145,0,6,8
3655,3655,,6,0.262481,0.289674,24.292315,14,7
3940,3940,,6,0.299831,0.333176,16.941512,10,1
3913,3913,,6,0.334594,0.376805,35.568341,17,1
3759,3759,,7,0.306936,0.344844,1033.96054,18,8
3571,3571,,7,0.280507,0.311855,140.55518,16,8
3498,3498,,7,0.310708,0.347166,60.910224,17,2
3817,3817,,6,0.31476,0.352323,57.826007,11,3
3547,3547,,6,0.325967,0.36516,2748.657924,12,3
3675,3675,,7,0.272029,0.297951,5.545834,13,8
3753,3753,,7,0.296648,0.34109,46.388218,24,2
3478,3478,,6,0.263132,0.292341,40.859356,16,7
3887,3887,,7,0.26119,0.283199,761.088936,4,7
3537,3537,,8,0.236105,0.25311,36.261153,3,7
3483,3483,,6,0.30747,0.341557,98.752731,12,6
3848,3848,,7,0.268589,0.291727,42.141779,5,8
3441,3441,,7,0.219785,0.243301,887.963151,5,0
3541,3541,,6,0.239189,0.262932,0.456061,11,4
3543,3543,,7,0.304997,0.338328,276.248358,9,1
3784,3784,,6,0.312169,0.347301,655.014483,11,6
3844,3844,,7,0.237797,0.252368,0,4,8
3536,3536,,7,0.215067,0.240978,1015.900243,10,0
3661,3661,,7,0.283654,0.314913,131.110501,5,3
3672,3672,,6,0.36,0.425078,2255.390867,46,1
3582,3582,,7,0.234541,0.253645,0,2,6
3771,3771,,6,0.254432,0.282329,3596.397224,6,0
3911,3911,,7,0.297479,0.330952,0,6,5
3864,3864,,7,0.297479,0.330952,0,6,5
3594,3594,,7,0.298482,0.335974,47.039044,11,5
3700,3700,,7,0.297479,0.330952,0,6,5
3538,3538,,6,0.244363,0.276365,1129.970055,19,4
3965,3965,,8,0.235372,0.252639,0,3,8
3840,3840,,7,0.282147,0.316295,12.320233,11,2
3696,3696,,7,0.263785,0.29066,41.519398,14,7
3941,3941,,6,0.337786,0.364438,753.314481,6,8
3597,3597,,7,0.282748,0.307506,0,2,2
3526,3526,,6,0.324572,0.377809,1555.030966,29,2
3819,3819,,6,0.239297,0.263873,1.451166,12,4
3579,3579,,7,0.280952,0.311636,11.991571,15,8
3925,3925,,6,0.243914,0.256623,1.121902,4,9
3814,3814,,8,0.200908,0.221763,7.520166,7,0
3647,3647,,7,0.268861,0.29361,126.425336,7,8
3688,3688,,7,0.241583,0.258295,0,1,3
3658,3658,,6,0.322404,0.362021,62.680718,15,1
3452,3452,,6,0.298315,0.341839,8.511852,15,1
3496,3496,,5,0.351423,0.391525,2916.115761,18,3
3481,3481,,7,0.298818,0.337858,47.543939,13,5
3749,3749,,8,0.260677,0.284981,92.350223,5,8
3751,3751,,9,0.214545,0.231692,1,5,8
3827,3827,,7,0.285177,0.314725,83.692081,7,2
3777,3777,,6,0.296152,0.330414,10.636858,9,6
3881,3881,,6,0.30068,0.340647,89.127534,17,6
3809,3809,,7,0.272447,0.304502,481.471034,15,7
3703,3703,,6,0.326368,0.369178,24.074116,14,3
3598,3598,,7,0.280507,0.312685,3.099611,10,2
3524,3524,,6,0.297646,0.336315,39.450353,15,6
3865,3865,,7,0.271195,0.296552,0.59796,3,2
3871,3871,,6,0.238759,0.259165,0.076923,7,4
3670,3670,,6,0.325368,0.372787,83.015473,21,1
3531,3531,,7,0.217,0.240821,237.464268,8,0
3720,3720,,8,0.272308,0.302181,523.036959,9,8
3564,3564,,5,0.32104,0.357815,433.538822,16,6
3607,3607,,7,0.266968,0.289938,37.365348,7,2
857,857,,7,0.289216,0.324361,200.085871,8,3
3459,3459,,5,0.306405,0.343315,2881.547629,14,6
3875,3875,,8,0.207179,0.217732,0,1,7
3723,3723,,6,0.25578,0.274922,128.683686,7,9
3818,3818,,6,0.311986,0.349937,192.914238,13,6
3489,3489,,6,0.248131,0.267608,0,4,6
3665,3665,,6,0.251064,0.274357,13.509738,5,6
3742,3742,,7,0.252978,0.269944,1,4,9
3849,3849,,6,0.262093,0.279567,9.876836,4,9
3507,3507,,6,0.287338,0.321469,49.274714,8,6
3560,3560,,7,0.296814,0.327186,0,2,3
3691,3691,,7,0.296814,0.327186,0,2,3
3580,3580,,8,0.181476,0.203744,18.427585,8,0
3532,3532,,6,0.311803,0.346516,453.09819,14,6
3834,3834,,6,0.293857,0.321124,7.878757,6,6
3970,3970,,6,0.309982,0.341777,105.978676,5,3
3461,3461,,7,0.290959,0.328222,5.010582,7,3
3585,3585,,8,0.200984,0.222076,63.055487,7,0
3581,3581,,8,0.231373,0.256517,0.167832,11,5
3565,3565,,7,0.275988,0.301417,0,3,3
3942,3942,,7,0.25677,0.271698,0,1,6
3472,3472,,7,0.290481,0.327249,22.187241,14,2
3572,3572,,6,0.295492,0.323132,0,7,6
3955,3955,,7,0.27357,0.29748,0,2,6
3959,3959,,7,0.229671,0.246323,0,1,1
3467,3467,,7,0.297479,0.328284,0,2,3
3963,3963,,9,0.169866,0.188156,3.861811,5,0
3566,3566,,6,0.3,0.324827,7175.938583,8,9
3681,3681,,6,0.291919,0.327872,1.962112,9,1
3898,3898,,7,0.299155,0.339741,55.037529,15,5
3755,3755,,6,0.317964,0.354269,7.031583,7,3
3520,3520,,6,0.304647,0.34209,69.18028,9,3
3901,3901,,7,0.282748,0.311376,441.418987,7,7
3631,3631,,6,0.259024,0.293754,4.190576,9,6
3654,3654,,7,0.315508,0.359421,6.68338,11,3
3445,3445,,6,0.238652,0.258223,0,6,4
3936,3936,,7,0.283805,0.311586,2.654006,5,2
3689,3689,,7,0.263132,0.283997,0,2,3
3632,3632,,7,0.274987,0.302901,341.096052,5,8
3678,3678,,6,0.289847,0.316447,358.019874,4,6
3904,3904,,6,0.287961,0.314878,373.21692,6,9
3880,3880,,6,0.31988,0.359196,308.334819,9,3
3548,3548,,7,0.295987,0.330199,306.31498,7,3
3922,3922,,8,0.177059,0.189113,0,1,0
3588,3588,,8,0.237478,0.259889,0.333333,3,2
3765,3765,,7,0.306759,0.343162,0,3,3
3928,3928,,7,0.285637,0.31573,0.114286,2,1
